x,y,z,r,g,b
513587.687500,5403049.000000,292.089996,0.8,0.8,0.8
513788.656250,5402848.000000,327.350006,0.8,0.8,0.8
513844.625000,5402665.000000,321.739990,0.8,0.8,0.8
513772.125000,5403091.000000,295.459991,0.8,0.8,0.8
513452.093750,5402864.000000,305.700012,0.8,0.8,0.8
513461.281250,5403267.000000,295.390015,0.8,0.8,0.8
513759.218750,5402795.000000,309.630005,0.8,0.8,0.8
513659.031250,5402801.500000,295.750000,0.8,0.8,0.8
513472.968750,5403251.500000,289.609985,0.8,0.8,0.8
513579.468750,5403261.000000,310.410004,0.8,0.8,0.8
513826.406250,5403135.500000,298.839996,0.8,0.8,0.8
513846.000000,5403277.000000,297.679993,0.8,0.8,0.8
513594.406250,5402816.500000,297.320007,0.8,0.8,0.8
513717.750000,5402983.500000,309.739990,0.8,0.8,0.8
513543.968750,5403225.000000,302.720001,0.8,0.8,0.8
513860.000000,5402670.500000,329.989990,0.8,0.8,0.8
513648.781250,5402838.000000,311.170013,0.8,0.8,0.8
513530.156250,5403007.000000,292.250000,0.8,0.8,0.8
513643.218750,5402923.500000,293.459991,0.8,0.8,0.8
513657.250000,5402753.500000,309.200012,0.8,0.8,0.8
513622.968750,5402726.500000,313.519989,0.8,0.8,0.8
513666.375000,5403156.500000,297.750000,0.8,0.8,0.8
513706.125000,5402719.500000,302.170013,0.8,0.8,0.8
513593.875000,5403261.500000,292.239990,0.8,0.8,0.8
513811.156250,5403189.000000,302.179993,0.8,0.8,0.8
513869.906250,5402848.500000,325.309998,0.8,0.8,0.8
513678.093750,5403236.500000,294.670013,0.8,0.8,0.8
513500.937500,5402744.000000,293.029999,0.8,0.8,0.8
513519.812500,5402900.000000,292.940002,0.8,0.8,0.8
513732.562500,5402785.000000,306.209991,0.8,0.8,0.8
513804.906250,5402922.000000,326.010010,0.8,0.8,0.8
513688.156250,5402915.000000,297.869995,0.8,0.8,0.8
513738.406250,5403006.000000,309.959991,0.8,0.8,0.8
513817.968750,5403124.500000,297.589996,0.8,0.8,0.8
513565.968750,5403073.500000,291.179993,0.8,0.8,0.8
513489.281250,5402756.000000,299.220001,0.8,0.8,0.8
513630.187500,5402836.000000,315.140015,0.8,0.8,0.8
513711.625000,5402789.000000,320.679993,0.8,0.8,0.8
513859.875000,5403211.000000,305.940002,0.8,0.8,0.8
513665.343750,5403004.000000,299.399994,0.8,0.8,0.8
513484.531250,5403108.000000,290.109985,0.8,0.8,0.8
513832.937500,5402854.500000,315.380005,0.8,0.8,0.8
513646.062500,5402962.000000,303.670013,0.8,0.8,0.8
513867.000000,5402925.500000,324.070007,0.8,0.8,0.8
513692.093750,5402956.500000,298.920013,0.8,0.8,0.8
513581.031250,5402809.500000,302.859985,0.8,0.8,0.8
513528.500000,5402944.000000,299.079987,0.8,0.8,0.8
513769.218750,5403006.000000,306.000000,0.8,0.8,0.8
513709.812500,5403213.500000,293.589996,0.8,0.8,0.8
513782.968750,5403175.000000,307.649994,0.8,0.8,0.8
513768.625000,5402878.000000,306.089996,0.8,0.8,0.8
513726.500000,5403075.500000,308.600006,0.8,0.8,0.8
513513.625000,5402807.000000,292.820007,0.8,0.8,0.8
513639.000000,5403033.000000,293.459991,0.8,0.8,0.8
513547.875000,5402758.000000,293.890015,0.8,0.8,0.8
513717.218750,5402886.500000,320.279999,0.8,0.8,0.8
513450.125000,5402848.000000,305.750000,0.8,0.8,0.8
513633.406250,5402658.000000,300.040009,0.8,0.8,0.8
513545.343750,5402806.000000,292.799988,0.8,0.8,0.8
513536.093750,5403070.500000,308.260010,0.8,0.8,0.8
513602.093750,5402701.000000,308.029999,0.8,0.8,0.8
513785.906250,5403193.500000,298.540009,0.8,0.8,0.8
513554.156250,5402924.000000,292.299988,0.8,0.8,0.8
513769.968750,5402871.000000,320.250000,0.8,0.8,0.8
513776.000000,5402911.500000,304.679993,0.8,0.8,0.8
513486.156250,5402804.000000,293.049988,0.8,0.8,0.8
513799.625000,5402823.000000,329.850006,0.8,0.8,0.8
513594.156250,5402989.000000,295.230011,0.8,0.8,0.8
513817.875000,5402821.000000,312.769989,0.8,0.8,0.8
513477.093750,5403252.500000,302.029999,0.8,0.8,0.8
513824.625000,5403120.500000,305.070007,0.8,0.8,0.8
513583.906250,5402671.500000,316.690002,0.8,0.8,0.8
513838.656250,5402655.000000,317.809998,0.8,0.8,0.8
513778.656250,5402845.500000,326.070007,0.8,0.8,0.8
513771.375000,5402724.000000,307.670013,0.8,0.8,0.8
513613.125000,5402795.500000,296.089996,0.8,0.8,0.8
513506.593750,5403134.500000,290.190002,0.8,0.8,0.8
513846.656250,5403021.500000,309.029999,0.8,0.8,0.8
513724.406250,5403048.000000,311.730011,0.8,0.8,0.8
513513.781250,5403238.500000,316.579987,0.8,0.8,0.8
513781.062500,5402711.500000,308.380005,0.8,0.8,0.8
513759.781250,5402925.500000,320.529999,0.8,0.8,0.8
513638.906250,5402695.500000,299.700012,0.8,0.8,0.8
513536.937500,5403187.500000,295.750000,0.8,0.8,0.8
513798.375000,5402796.500000,330.010010,0.8,0.8,0.8
513647.531250,5402895.500000,289.720001,0.8,0.8,0.8
513759.656250,5403193.000000,295.690002,0.8,0.8,0.8
513734.750000,5402793.000000,306.220001,0.8,0.8,0.8
513598.656250,5402993.500000,292.850006,0.8,0.8,0.8
513518.000000,5402840.000000,293.200012,0.8,0.8,0.8
513590.843750,5403129.500000,302.600006,0.8,0.8,0.8
513755.343750,5402818.500000,308.130005,0.8,0.8,0.8
513647.906250,5402909.500000,293.989990,0.8,0.8,0.8
