x,y,z,r,g,b
513085,5.40373e+006,324.87,0.8,0.8,0.8
512879,5.40409e+006,393.54,0.8,0.8,0.8
512329,5.40374e+006,331.14,0.8,0.8,0.8
512853,5.40377e+006,349.99,0.8,0.8,0.8
512832,5.40386e+006,375.65,0.8,0.8,0.8
513002,5.4035e+006,320.43,0.8,0.8,0.8
512917,5.4036e+006,306.5,0.8,0.8,0.8
512389,5.40357e+006,334,0.8,0.8,0.8
512253,5.40386e+006,342.04,0.8,0.8,0.8
512199,5.40379e+006,342.22,0.8,0.8,0.8
512621,5.4036e+006,351.8,0.8,0.8,0.8
512393,5.40376e+006,327.01,0.8,0.8,0.8
512220,5.404e+006,374.44,0.8,0.8,0.8
512135,5.40377e+006,341.04,0.8,0.8,0.8
512676,5.40399e+006,401.73,0.8,0.8,0.8
512258,5.40371e+006,348.38,0.8,0.8,0.8
513029,5.40406e+006,352.36,0.8,0.8,0.8
513065,5.40399e+006,336.1,0.8,0.8,0.8
512848,5.40369e+006,328.2,0.8,0.8,0.8
512168,5.40407e+006,366.78,0.8,0.8,0.8
512223,5.40364e+006,341.09,0.8,0.8,0.8
512951,5.40366e+006,311.08,0.8,0.8,0.8
512095,5.4039e+006,353.45,0.8,0.8,0.8
512381,5.40344e+006,319.69,0.8,0.8,0.8
512399,5.40402e+006,384.63,0.8,0.8,0.8
512612,5.40372e+006,384.63,0.8,0.8,0.8
512256,5.40379e+006,338.1,0.8,0.8,0.8
512955,5.40384e+006,361.93,0.8,0.8,0.8
512190,5.40346e+006,327.04,0.8,0.8,0.8
512294,5.40371e+006,344.83,0.8,0.8,0.8
512721,5.40367e+006,357.89,0.8,0.8,0.8
512052,5.40356e+006,340.08,0.8,0.8,0.8
512747,5.40356e+006,318.22,0.8,0.8,0.8
512378,5.40396e+006,374.7,0.8,0.8,0.8
512229,5.40404e+006,378.64,0.8,0.8,0.8
512540,5.40361e+006,334.9,0.8,0.8,0.8
512064,5.404e+006,364.48,0.8,0.8,0.8
512779,5.40364e+006,322,0.8,0.8,0.8
512663,5.40343e+006,305.83,0.8,0.8,0.8
512512,5.40404e+006,405.91,0.8,0.8,0.8
513114,5.40395e+006,327.61,0.8,0.8,0.8
512063,5.40351e+006,329.81,0.8,0.8,0.8
512476,5.40356e+006,328.69,0.8,0.8,0.8
513065,5.4039e+006,333.73,0.8,0.8,0.8
512940,5.40387e+006,369.57,0.8,0.8,0.8
512583,5.40395e+006,406.2,0.8,0.8,0.8
512697,5.40375e+006,392.56,0.8,0.8,0.8
512547,5.40388e+006,389.09,0.8,0.8,0.8
512692,5.40346e+006,314.09,0.8,0.8,0.8
512540,5.40383e+006,389.3,0.8,0.8,0.8
512234,5.404e+006,376.76,0.8,0.8,0.8
512551,5.40353e+006,314.03,0.8,0.8,0.8
512881,5.40378e+006,361.52,0.8,0.8,0.8
512721,5.40406e+006,406.32,0.8,0.8,0.8
512716,5.40392e+006,410.26,0.8,0.8,0.8
512175,5.40393e+006,341.7,0.8,0.8,0.8
512788,5.40356e+006,310.73,0.8,0.8,0.8
512561,5.40363e+006,347.7,0.8,0.8,0.8
512876,5.40374e+006,334.1,0.8,0.8,0.8
513007,5.40395e+006,348.75,0.8,0.8,0.8
512662,5.40383e+006,387.77,0.8,0.8,0.8
512608,5.40404e+006,408.55,0.8,0.8,0.8
512736,5.40359e+006,331.23,0.8,0.8,0.8
512622,5.40352e+006,315.81,0.8,0.8,0.8
512349,5.4035e+006,331.58,0.8,0.8,0.8
512285,5.40388e+006,350.63,0.8,0.8,0.8
512242,5.40369e+006,349.46,0.8,0.8,0.8
512559,5.40367e+006,366.06,0.8,0.8,0.8
512129,5.40357e+006,334.19,0.8,0.8,0.8
513134,5.40382e+006,326.63,0.8,0.8,0.8
512586,5.40381e+006,395.19,0.8,0.8,0.8
512607,5.4036e+006,345.49,0.8,0.8,0.8
512980,5.4039e+006,363,0.8,0.8,0.8
512270,5.40366e+006,330.87,0.8,0.8,0.8
512300,5.40406e+006,393.64,0.8,0.8,0.8
512201,5.40403e+006,369.71,0.8,0.8,0.8
512289,5.40346e+006,332.24,0.8,0.8,0.8
512529,5.40405e+006,401.65,0.8,0.8,0.8
512875,5.40388e+006,364.53,0.8,0.8,0.8
512236,5.40395e+006,359.64,0.8,0.8,0.8
