x,y,z,r,g,b
499555.031250,5419387.500000,301.899994,0.8,0.8,0.8
499606.750000,5418877.500000,254.350006,0.8,0.8,0.8
500067.906250,5418636.500000,273.929993,0.8,0.8,0.8
500031.437500,5419059.000000,247.419998,0.8,0.8,0.8
500328.468750,5419217.000000,245.910004,0.8,0.8,0.8
500169.281250,5419349.500000,259.320007,0.8,0.8,0.8
499911.812500,5418540.000000,272.179993,0.8,0.8,0.8
499643.750000,5419042.000000,260.480011,0.8,0.8,0.8
499523.968750,5418899.000000,257.429993,0.8,0.8,0.8
500032.937500,5419293.000000,278.820007,0.8,0.8,0.8
500231.406250,5418883.500000,248.369995,0.8,0.8,0.8
499882.531250,5418835.000000,244.279999,0.8,0.8,0.8
499689.031250,5418775.000000,251.339996,0.8,0.8,0.8
499612.250000,5418815.000000,250.860001,0.8,0.8,0.8
499506.000000,5419317.000000,295.160004,0.8,0.8,0.8
500359.500000,5419141.500000,256.510010,0.8,0.8,0.8
500058.125000,5419309.500000,258.000000,0.8,0.8,0.8
500192.718750,5418565.000000,279.410004,0.8,0.8,0.8
499516.656250,5418601.500000,244.809998,0.8,0.8,0.8
500169.406250,5419428.500000,270.230011,0.8,0.8,0.8
500144.375000,5418453.000000,285.019989,0.8,0.8,0.8
499624.718750,5418533.500000,251.639999,0.8,0.8,0.8
499695.531250,5419159.500000,263.549988,0.8,0.8,0.8
500094.281250,5419209.000000,257.880005,0.8,0.8,0.8
500539.000000,5419027.000000,244.119995,0.8,0.8,0.8
500212.718750,5418593.500000,278.140015,0.8,0.8,0.8
500057.437500,5419380.500000,274.720001,0.8,0.8,0.8
499873.312500,5419154.000000,254.039993,0.8,0.8,0.8
499805.656250,5419011.500000,252.940002,0.8,0.8,0.8
499550.343750,5418833.000000,253.720001,0.8,0.8,0.8
500505.062500,5419192.500000,244.160004,0.8,0.8,0.8
500249.875000,5419172.000000,246.050003,0.8,0.8,0.8
500180.000000,5418987.000000,261.279999,0.8,0.8,0.8
500203.656250,5419228.000000,249.110001,0.8,0.8,0.8
500065.906250,5419382.000000,263.920013,0.8,0.8,0.8
500029.750000,5419003.500000,245.389999,0.8,0.8,0.8
500318.906250,5419371.500000,265.089996,0.8,0.8,0.8
499619.562500,5418611.500000,245.550003,0.8,0.8,0.8
499889.125000,5418999.000000,250.660004,0.8,0.8,0.8
499557.968750,5419367.500000,299.700012,0.8,0.8,0.8
500116.750000,5419277.500000,272.859985,0.8,0.8,0.8
500210.718750,5419034.500000,257.239990,0.8,0.8,0.8
499653.531250,5419062.500000,261.570007,0.8,0.8,0.8
499843.968750,5418938.500000,249.559998,0.8,0.8,0.8
500052.156250,5418820.500000,243.639999,0.8,0.8,0.8
499718.875000,5418439.500000,266.250000,0.8,0.8,0.8
499531.406250,5418398.000000,261.040009,0.8,0.8,0.8
