x,y,z,r,g,b
497474.468750,5421011.000000,317.359985,0.8,0.8,0.8
496623.156250,5421362.000000,271.910004,0.8,0.8,0.8
497713.656250,5421153.500000,319.470001,0.8,0.8,0.8
496796.718750,5421511.000000,291.859985,0.8,0.8,0.8
496839.843750,5421504.000000,293.579987,0.8,0.8,0.8
496951.437500,5421391.500000,298.320007,0.8,0.8,0.8
496549.593750,5420756.500000,315.000000,0.8,0.8,0.8
497046.937500,5420870.500000,306.760010,0.8,0.8,0.8
496534.781250,5421036.000000,305.820007,0.8,0.8,0.8
496967.093750,5421100.000000,300.260010,0.8,0.8,0.8
496933.843750,5421087.000000,301.519989,0.8,0.8,0.8
496848.906250,5421586.500000,885.960022,0.8,0.8,0.8
496523.375000,5421428.000000,280.239990,0.8,0.8,0.8
496876.062500,5421022.000000,305.019989,0.8,0.8,0.8
496647.375000,5421067.500000,307.839996,0.8,0.8,0.8
496697.000000,5421647.500000,282.109985,0.8,0.8,0.8
497459.250000,5420866.500000,323.410004,0.8,0.8,0.8
497588.062500,5421392.500000,297.589996,0.8,0.8,0.8
497023.687500,5421271.000000,286.299988,0.8,0.8,0.8
496803.687500,5420869.500000,317.529999,0.8,0.8,0.8
497875.281250,5420986.000000,331.049988,0.8,0.8,0.8
496489.156250,5420895.000000,303.399994,0.8,0.8,0.8
497192.250000,5421135.000000,295.170013,0.8,0.8,0.8
497342.968750,5420924.000000,308.929993,0.8,0.8,0.8
496825.031250,5420928.000000,304.429993,0.8,0.8,0.8
496684.718750,5421029.500000,303.929993,0.8,0.8,0.8
496875.000000,5421461.000000,308.470001,0.8,0.8,0.8
497661.281250,5421068.500000,324.100006,0.8,0.8,0.8
497835.875000,5421637.000000,311.790009,0.8,0.8,0.8
497093.062500,5421150.000000,292.920013,0.8,0.8,0.8
497596.250000,5421651.000000,310.149994,0.8,0.8,0.8
497804.375000,5421000.500000,329.420013,0.8,0.8,0.8
497472.218750,5421381.000000,296.380005,0.8,0.8,0.8
497113.312500,5421721.000000,292.910004,0.8,0.8,0.8
497779.875000,5421706.000000,310.329987,0.8,0.8,0.8
497079.250000,5421160.000000,297.179993,0.8,0.8,0.8
496374.593750,5421078.000000,899.559998,0.8,0.8,0.8
497784.281250,5421161.500000,320.519989,0.8,0.8,0.8
497363.468750,5421087.000000,308.820007,0.8,0.8,0.8
496796.625000,5421570.500000,881.739990,0.8,0.8,0.8
496751.875000,5421156.000000,296.209991,0.8,0.8,0.8
496784.375000,5421703.500000,289.869995,0.8,0.8,0.8
496922.437500,5421409.000000,299.290009,0.8,0.8,0.8
497593.031250,5421625.500000,310.779999,0.8,0.8,0.8
496750.312500,5421041.500000,319.040009,0.8,0.8,0.8
496693.875000,5421262.000000,284.980011,0.8,0.8,0.8
497175.093750,5420943.000000,301.309998,0.8,0.8,0.8
496988.625000,5420857.000000,315.489990,0.8,0.8,0.8
496728.875000,5421462.000000,287.089996,0.8,0.8,0.8
496504.750000,5420896.500000,303.510010,0.8,0.8,0.8
496411.437500,5421541.500000,294.230011,0.8,0.8,0.8
497528.000000,5420910.000000,319.089996,0.8,0.8,0.8
497908.687500,5421381.500000,303.820007,0.8,0.8,0.8
496862.781250,5421475.000000,291.079987,0.8,0.8,0.8
497883.656250,5421270.000000,314.010010,0.8,0.8,0.8
496847.375000,5421508.500000,304.489990,0.8,0.8,0.8
497204.562500,5421464.500000,303.100006,0.8,0.8,0.8
496823.968750,5421009.500000,315.079987,0.8,0.8,0.8
497925.843750,5421795.500000,308.809998,0.8,0.8,0.8
497282.687500,5420939.500000,304.690002,0.8,0.8,0.8
496778.718750,5421533.500000,279.399994,0.8,0.8,0.8
