x,y,z,r,g,b
512094,5.40342e+006,314.86,0.8,0.8,0.8
512199,5.4035e+006,338.25,0.8,0.8,0.8
512410,5.40317e+006,306.4,0.8,0.8,0.8
512173,5.40342e+006,318.06,0.8,0.8,0.8
512175,5.4032e+006,311.33,0.8,0.8,0.8
512206,5.40325e+006,312.01,0.8,0.8,0.8
512146,5.40327e+006,318.6,0.8,0.8,0.8
512269,5.40324e+006,320.02,0.8,0.8,0.8
512323,5.40324e+006,314.78,0.8,0.8,0.8
512185,5.40337e+006,313.76,0.8,0.8,0.8
512397,5.40334e+006,314.19,0.8,0.8,0.8
512099,5.40319e+006,316.93,0.8,0.8,0.8
512481,5.40343e+006,321.82,0.8,0.8,0.8
512081,5.40324e+006,333.82,0.8,0.8,0.8
512356,5.40336e+006,326.73,0.8,0.8,0.8
512419,5.40313e+006,322.66,0.8,0.8,0.8
512309,5.40335e+006,324.03,0.8,0.8,0.8
512405,5.40348e+006,316.08,0.8,0.8,0.8
512185,5.40315e+006,336.4,0.8,0.8,0.8
512432,5.40337e+006,326.28,0.8,0.8,0.8
512329,5.40345e+006,332.35,0.8,0.8,0.8
512333,5.40319e+006,312.48,0.8,0.8,0.8
512268,5.40336e+006,311.51,0.8,0.8,0.8
512280,5.4034e+006,318.03,0.8,0.8,0.8
512295,5.40323e+006,308.47,0.8,0.8,0.8
512433,5.40331e+006,312.72,0.8,0.8,0.8
512398,5.40341e+006,317.56,0.8,0.8,0.8
512549,5.4035e+006,332.7,0.8,0.8,0.8
512470,5.40342e+006,318.51,0.8,0.8,0.8
512072,5.40316e+006,324.7,0.8,0.8,0.8
512467,5.40336e+006,317.95,0.8,0.8,0.8
512114,5.40334e+006,311.93,0.8,0.8,0.8
512377,5.40317e+006,323.84,0.8,0.8,0.8
512158,5.40321e+006,324.35,0.8,0.8,0.8
512293,5.4033e+006,327.97,0.8,0.8,0.8
512035,5.40324e+006,316.23,0.8,0.8,0.8
512315,5.40324e+006,315.94,0.8,0.8,0.8
512122,5.40325e+006,311.47,0.8,0.8,0.8
512090,5.40338e+006,329.99,0.8,0.8,0.8
512096,5.40315e+006,313.64,0.8,0.8,0.8
512327,5.40314e+006,310.01,0.8,0.8,0.8
512361,5.40332e+006,308.96,0.8,0.8,0.8
512520,5.40334e+006,306.19,0.8,0.8,0.8
512208,5.40348e+006,335.64,0.8,0.8,0.8
512138,5.40313e+006,313.13,0.8,0.8,0.8
512220,5.40343e+006,334.64,0.8,0.8,0.8
512164,5.40314e+006,312.91,0.8,0.8,0.8
512128,5.40318e+006,312.37,0.8,0.8,0.8
512101,5.4032e+006,312.88,0.8,0.8,0.8
512423,5.40321e+006,320.46,0.8,0.8,0.8
512116,5.40331e+006,321.76,0.8,0.8,0.8
512247,5.40341e+006,329.31,0.8,0.8,0.8
512511,5.40338e+006,307.4,0.8,0.8,0.8
512201,5.4033e+006,311.2,0.8,0.8,0.8
512086,5.40314e+006,324.78,0.8,0.8,0.8
512429,5.40329e+006,306.78,0.8,0.8,0.8
512069,5.40332e+006,327.2,0.8,0.8,0.8
512189,5.40312e+006,336.19,0.8,0.8,0.8
512418,5.40331e+006,314.07,0.8,0.8,0.8
512365,5.40327e+006,317.19,0.8,0.8,0.8
512116,5.40314e+006,333.68,0.8,0.8,0.8
512271,5.40314e+006,329.56,0.8,0.8,0.8
512367,5.40323e+006,320.99,0.8,0.8,0.8
512547,5.40337e+006,310.92,0.8,0.8,0.8
512265,5.40318e+006,308.98,0.8,0.8,0.8
512278,5.40343e+006,329.65,0.8,0.8,0.8
512145,5.40314e+006,314.52,0.8,0.8,0.8
512387,5.40339e+006,316.79,0.8,0.8,0.8
512349,5.4033e+006,321.67,0.8,0.8,0.8
512148,5.40321e+006,321.99,0.8,0.8,0.8
512487,5.40342e+006,321.53,0.8,0.8,0.8
512273,5.4033e+006,310.42,0.8,0.8,0.8
512192,5.40348e+006,338.7,0.8,0.8,0.8
512475,5.40337e+006,319.84,0.8,0.8,0.8
512388,5.40329e+006,308.1,0.8,0.8,0.8
512489,5.40335e+006,307.3,0.8,0.8,0.8
512306,5.40337e+006,326.1,0.8,0.8,0.8
512509,5.40325e+006,304.62,0.8,0.8,0.8
512491,5.40337e+006,307.69,0.8,0.8,0.8
512518,5.40316e+006,304.86,0.8,0.8,0.8
512306,5.40322e+006,308.21,0.8,0.8,0.8
512156,5.40346e+006,336.48,0.8,0.8,0.8
512217,5.40332e+006,311.41,0.8,0.8,0.8
512291,5.40342e+006,332.84,0.8,0.8,0.8
512177,5.40329e+006,315.2,0.8,0.8,0.8
512046,5.40318e+006,315.84,0.8,0.8,0.8
512096,5.40314e+006,332.9,0.8,0.8,0.8
512323,5.40345e+006,332.99,0.8,0.8,0.8
512378,5.4034e+006,321.05,0.8,0.8,0.8
512079,5.40328e+006,312.05,0.8,0.8,0.8
512153,5.40337e+006,313.07,0.8,0.8,0.8
512200,5.40341e+006,326.51,0.8,0.8,0.8
512501,5.40316e+006,308.13,0.8,0.8,0.8
512291,5.40344e+006,333.15,0.8,0.8,0.8
512528,5.40312e+006,304.29,0.8,0.8,0.8
512187,5.40341e+006,319.5,0.8,0.8,0.8
512080,5.40318e+006,318.68,0.8,0.8,0.8
512155,5.40343e+006,328.9,0.8,0.8,0.8
512116,5.40314e+006,334.62,0.8,0.8,0.8
512449,5.40341e+006,310.99,0.8,0.8,0.8
512137,5.40322e+006,311.55,0.8,0.8,0.8
512486,5.4032e+006,304.81,0.8,0.8,0.8
512121,5.40325e+006,311.35,0.8,0.8,0.8
512429,5.40319e+006,304.66,0.8,0.8,0.8
512449,5.40345e+006,324.03,0.8,0.8,0.8
512255,5.40326e+006,321.84,0.8,0.8,0.8
512265,5.40334e+006,322.17,0.8,0.8,0.8
512278,5.40333e+006,313.13,0.8,0.8,0.8
512532,5.40331e+006,304.96,0.8,0.8,0.8
512064,5.40332e+006,327.16,0.8,0.8,0.8
512205,5.40328e+006,318.97,0.8,0.8,0.8
512057,5.40338e+006,312.93,0.8,0.8,0.8
512185,5.40339e+006,328.07,0.8,0.8,0.8
512512,5.40335e+006,306.62,0.8,0.8,0.8
512168,5.40328e+006,318.68,0.8,0.8,0.8
512308,5.40324e+006,323.46,0.8,0.8,0.8
512153,5.4032e+006,322.1,0.8,0.8,0.8
512088,5.40332e+006,311.52,0.8,0.8,0.8
512124,5.40346e+006,332.75,0.8,0.8,0.8
512350,5.40317e+006,319.89,0.8,0.8,0.8
512255,5.40331e+006,311.02,0.8,0.8,0.8
512393,5.40315e+006,323.27,0.8,0.8,0.8
512199,5.40348e+006,333.28,0.8,0.8,0.8
512432,5.4035e+006,320.76,0.8,0.8,0.8
512059,5.40337e+006,313.91,0.8,0.8,0.8
512331,5.40328e+006,308.94,0.8,0.8,0.8
512148,5.40331e+006,311.39,0.8,0.8,0.8
512538,5.40344e+006,309.37,0.8,0.8,0.8
512268,5.40324e+006,323.08,0.8,0.8,0.8
512476,5.40335e+006,313.79,0.8,0.8,0.8
512416,5.40344e+006,314.13,0.8,0.8,0.8
512507,5.40344e+006,315.46,0.8,0.8,0.8
512154,5.40343e+006,330.78,0.8,0.8,0.8
512444,5.40341e+006,311.89,0.8,0.8,0.8
512472,5.40344e+006,322.34,0.8,0.8,0.8
512301,5.4034e+006,317.67,0.8,0.8,0.8
512182,5.40343e+006,323.36,0.8,0.8,0.8
512304,5.40336e+006,324.25,0.8,0.8,0.8
512463,5.40313e+006,320.41,0.8,0.8,0.8
512330,5.40318e+006,324.49,0.8,0.8,0.8
512342,5.40321e+006,323.39,0.8,0.8,0.8
512503,5.40313e+006,304.68,0.8,0.8,0.8
512141,5.40341e+006,322.61,0.8,0.8,0.8
512073,5.40332e+006,327.24,0.8,0.8,0.8
512275,5.40318e+006,327.23,0.8,0.8,0.8
512051,5.40339e+006,313.81,0.8,0.8,0.8
512027,5.40324e+006,318.28,0.8,0.8,0.8
512490,5.40324e+006,304.87,0.8,0.8,0.8
512192,5.40324e+006,320.2,0.8,0.8,0.8
512384,5.40347e+006,318.23,0.8,0.8,0.8
512229,5.40349e+006,343.53,0.8,0.8,0.8
512279,5.40347e+006,333.18,0.8,0.8,0.8
512363,5.4033e+006,319.7,0.8,0.8,0.8
512027,5.40338e+006,314.4,0.8,0.8,0.8
512208,5.40337e+006,312.75,0.8,0.8,0.8
512352,5.40327e+006,320.47,0.8,0.8,0.8
512530,5.40347e+006,311.13,0.8,0.8,0.8
512111,5.40349e+006,332.04,0.8,0.8,0.8
512097,5.40317e+006,313.61,0.8,0.8,0.8
512371,5.40316e+006,315.76,0.8,0.8,0.8
512535,5.40316e+006,309.53,0.8,0.8,0.8
512447,5.40349e+006,314.98,0.8,0.8,0.8
512172,5.40324e+006,318.2,0.8,0.8,0.8
512217,5.40331e+006,312.54,0.8,0.8,0.8
512207,5.40349e+006,334.96,0.8,0.8,0.8
512494,5.40348e+006,328.45,0.8,0.8,0.8
512104,5.40326e+006,312.45,0.8,0.8,0.8
512124,5.40345e+006,331.16,0.8,0.8,0.8
512189,5.40346e+006,338.41,0.8,0.8,0.8
512058,5.40315e+006,315.05,0.8,0.8,0.8
512089,5.40334e+006,311.81,0.8,0.8,0.8
512308,5.40319e+006,325.76,0.8,0.8,0.8
512142,5.40313e+006,312.98,0.8,0.8,0.8
512107,5.40324e+006,321.82,0.8,0.8,0.8
512408,5.40346e+006,329.39,0.8,0.8,0.8
512100,5.40341e+006,314.58,0.8,0.8,0.8
512367,5.40328e+006,308.63,0.8,0.8,0.8
512336,5.40326e+006,319.58,0.8,0.8,0.8
512136,5.40321e+006,311.73,0.8,0.8,0.8
512117,5.40331e+006,311.75,0.8,0.8,0.8
512219,5.4033e+006,328.25,0.8,0.8,0.8
512278,5.40346e+006,332.02,0.8,0.8,0.8
512124,5.40323e+006,311.62,0.8,0.8,0.8
512362,5.40325e+006,323.99,0.8,0.8,0.8
512130,5.40313e+006,325.94,0.8,0.8,0.8
512168,5.40333e+006,311.87,0.8,0.8,0.8
512497,5.40345e+006,310.48,0.8,0.8,0.8
512314,5.40333e+006,321.4,0.8,0.8,0.8
512384,5.40346e+006,328.23,0.8,0.8,0.8
512102,5.40344e+006,315.42,0.8,0.8,0.8
512145,5.40329e+006,328.83,0.8,0.8,0.8
512062,5.40326e+006,317.31,0.8,0.8,0.8
512447,5.40319e+006,304.68,0.8,0.8,0.8
512044,5.40319e+006,325.26,0.8,0.8,0.8
512494,5.40326e+006,304.93,0.8,0.8,0.8
512422,5.40324e+006,317.59,0.8,0.8,0.8
512497,5.40331e+006,327.04,0.8,0.8,0.8
512102,5.4033e+006,311.31,0.8,0.8,0.8
512202,5.40324e+006,310.43,0.8,0.8,0.8
512254,5.40319e+006,325.63,0.8,0.8,0.8
512399,5.40339e+006,317.62,0.8,0.8,0.8
512439,5.40347e+006,314.27,0.8,0.8,0.8
512377,5.40327e+006,317.32,0.8,0.8,0.8
512095,5.4034e+006,331.57,0.8,0.8,0.8
512097,5.40321e+006,312.79,0.8,0.8,0.8
512129,5.40314e+006,311.81,0.8,0.8,0.8
512103,5.40313e+006,324.39,0.8,0.8,0.8
512248,5.4032e+006,329.94,0.8,0.8,0.8
512445,5.40339e+006,319.9,0.8,0.8,0.8
512166,5.40321e+006,328.07,0.8,0.8,0.8
512246,5.40316e+006,309.62,0.8,0.8,0.8
512175,5.40318e+006,336.14,0.8,0.8,0.8
512451,5.40338e+006,319.76,0.8,0.8,0.8
512406,5.40328e+006,307.58,0.8,0.8,0.8
512436,5.4033e+006,306.9,0.8,0.8,0.8
512460,5.40328e+006,305.74,0.8,0.8,0.8
512219,5.40344e+006,334.67,0.8,0.8,0.8
512329,5.40345e+006,322.87,0.8,0.8,0.8
512513,5.40324e+006,304.3,0.8,0.8,0.8
512400,5.40348e+006,317.85,0.8,0.8,0.8
512519,5.40348e+006,333,0.8,0.8,0.8
512185,5.40345e+006,333.88,0.8,0.8,0.8
512249,5.40324e+006,314.84,0.8,0.8,0.8
512259,5.40323e+006,310.08,0.8,0.8,0.8
512247,5.40348e+006,332.43,0.8,0.8,0.8
512403,5.40332e+006,308.42,0.8,0.8,0.8
512401,5.40344e+006,322.57,0.8,0.8,0.8
512300,5.40335e+006,323.12,0.8,0.8,0.8
512520,5.40332e+006,305.78,0.8,0.8,0.8
512407,5.40316e+006,318.98,0.8,0.8,0.8
512376,5.4034e+006,331.69,0.8,0.8,0.8
512357,5.40327e+006,309.41,0.8,0.8,0.8
512375,5.40327e+006,318.01,0.8,0.8,0.8
512072,5.40335e+006,317.87,0.8,0.8,0.8
512067,5.40327e+006,314.08,0.8,0.8,0.8
512141,5.40349e+006,342.99,0.8,0.8,0.8
512274,5.40312e+006,324.46,0.8,0.8,0.8
512516,5.40322e+006,313.75,0.8,0.8,0.8
512443,5.40342e+006,311.74,0.8,0.8,0.8
512267,5.40344e+006,324.42,0.8,0.8,0.8
512163,5.40316e+006,311.81,0.8,0.8,0.8
512485,5.40317e+006,304.45,0.8,0.8,0.8
512150,5.40336e+006,313.14,0.8,0.8,0.8
512171,5.40339e+006,313.28,0.8,0.8,0.8
512407,5.40341e+006,318.85,0.8,0.8,0.8
512155,5.40323e+006,312.29,0.8,0.8,0.8
512064,5.40323e+006,333.39,0.8,0.8,0.8
512125,5.40342e+006,314.86,0.8,0.8,0.8
512269,5.40332e+006,310.83,0.8,0.8,0.8
512277,5.40342e+006,333.09,0.8,0.8,0.8
512520,5.40327e+006,311.65,0.8,0.8,0.8
512379,5.40341e+006,316.65,0.8,0.8,0.8
512082,5.40339e+006,332.45,0.8,0.8,0.8
512252,5.40326e+006,310.29,0.8,0.8,0.8
512068,5.40349e+006,324.55,0.8,0.8,0.8
512547,5.4033e+006,310.72,0.8,0.8,0.8
512208,5.40341e+006,318.1,0.8,0.8,0.8
512284,5.40349e+006,339.16,0.8,0.8,0.8
512434,5.40322e+006,327.95,0.8,0.8,0.8
512074,5.40332e+006,327.48,0.8,0.8,0.8
512028,5.40345e+006,316.14,0.8,0.8,0.8
512519,5.40348e+006,331.96,0.8,0.8,0.8
512244,5.40319e+006,309.19,0.8,0.8,0.8
512288,5.40328e+006,309.71,0.8,0.8,0.8
512350,5.40339e+006,328.48,0.8,0.8,0.8
512500,5.40322e+006,303.85,0.8,0.8,0.8
512101,5.40331e+006,311.51,0.8,0.8,0.8
512420,5.40333e+006,317.63,0.8,0.8,0.8
512033,5.40348e+006,330.58,0.8,0.8,0.8
512037,5.40323e+006,319.7,0.8,0.8,0.8
512170,5.40345e+006,327.87,0.8,0.8,0.8
512406,5.40316e+006,316.09,0.8,0.8,0.8
512502,5.40347e+006,330.4,0.8,0.8,0.8
512439,5.40333e+006,321.05,0.8,0.8,0.8
512036,5.40348e+006,328.59,0.8,0.8,0.8
512162,5.40328e+006,314.77,0.8,0.8,0.8
512076,5.40322e+006,313.99,0.8,0.8,0.8
512343,5.40327e+006,322.61,0.8,0.8,0.8
512520,5.40316e+006,304.51,0.8,0.8,0.8
512107,5.40342e+006,328.96,0.8,0.8,0.8
512455,5.40328e+006,305.97,0.8,0.8,0.8
512214,5.40338e+006,318.46,0.8,0.8,0.8
512098,5.40335e+006,311.98,0.8,0.8,0.8
512122,5.40325e+006,312.82,0.8,0.8,0.8
512112,5.40322e+006,338.81,0.8,0.8,0.8
512047,5.40326e+006,313.62,0.8,0.8,0.8
512300,5.40322e+006,308.32,0.8,0.8,0.8
512490,5.40343e+006,322.37,0.8,0.8,0.8
512319,5.40317e+006,309.49,0.8,0.8,0.8
512074,5.40339e+006,331.75,0.8,0.8,0.8
512308,5.40316e+006,309.76,0.8,0.8,0.8
512297,5.40349e+006,340.63,0.8,0.8,0.8
512089,5.40349e+006,326.66,0.8,0.8,0.8
512318,5.4032e+006,308.48,0.8,0.8,0.8
512339,5.40336e+006,331.66,0.8,0.8,0.8
512350,5.40329e+006,327.72,0.8,0.8,0.8
512173,5.40327e+006,314.29,0.8,0.8,0.8
512445,5.40333e+006,314.31,0.8,0.8,0.8
512503,5.40328e+006,308.87,0.8,0.8,0.8
512420,5.40338e+006,319.81,0.8,0.8,0.8
512191,5.40341e+006,329.79,0.8,0.8,0.8
512033,5.40328e+006,322.87,0.8,0.8,0.8
512539,5.40328e+006,303.94,0.8,0.8,0.8
512292,5.40325e+006,319.53,0.8,0.8,0.8
512530,5.40324e+006,308.25,0.8,0.8,0.8
512151,5.40323e+006,313.6,0.8,0.8,0.8
512289,5.40313e+006,314.08,0.8,0.8,0.8
512407,5.40322e+006,308.43,0.8,0.8,0.8
512090,5.40325e+006,317.44,0.8,0.8,0.8
512342,5.40344e+006,320.96,0.8,0.8,0.8
512264,5.40332e+006,323.54,0.8,0.8,0.8
512393,5.40322e+006,308.45,0.8,0.8,0.8
512163,5.40331e+006,326.93,0.8,0.8,0.8
512494,5.40344e+006,312.07,0.8,0.8,0.8
512346,5.4034e+006,317.78,0.8,0.8,0.8
512441,5.40333e+006,318.16,0.8,0.8,0.8
512140,5.40339e+006,313.77,0.8,0.8,0.8
512056,5.40328e+006,325.66,0.8,0.8,0.8
512246,5.40336e+006,312.14,0.8,0.8,0.8
512511,5.40313e+006,304.44,0.8,0.8,0.8
512213,5.40327e+006,324.9,0.8,0.8,0.8
512207,5.40329e+006,311.02,0.8,0.8,0.8
512199,5.40333e+006,311.64,0.8,0.8,0.8
512314,5.40314e+006,309.94,0.8,0.8,0.8
512284,5.40343e+006,326.73,0.8,0.8,0.8
512152,5.40325e+006,327.56,0.8,0.8,0.8
512493,5.40323e+006,304.16,0.8,0.8,0.8
512446,5.40312e+006,316.83,0.8,0.8,0.8
512182,5.40342e+006,324.08,0.8,0.8,0.8
512200,5.40348e+006,338.36,0.8,0.8,0.8
512029,5.40346e+006,316.84,0.8,0.8,0.8
512179,5.40346e+006,334.14,0.8,0.8,0.8
512514,5.40317e+006,302.23,0.8,0.8,0.8
512514,5.40334e+006,306.3,0.8,0.8,0.8
512038,5.40317e+006,324,0.8,0.8,0.8
512357,5.4034e+006,327.39,0.8,0.8,0.8
512457,5.40318e+006,304.58,0.8,0.8,0.8
512442,5.40323e+006,314.96,0.8,0.8,0.8
512049,5.40325e+006,315.59,0.8,0.8,0.8
512522,5.40323e+006,304.09,0.8,0.8,0.8
512517,5.40338e+006,308.97,0.8,0.8,0.8
512110,5.40338e+006,313.45,0.8,0.8,0.8
512333,5.40324e+006,321.6,0.8,0.8,0.8
512434,5.40333e+006,324.63,0.8,0.8,0.8
512433,5.40343e+006,321.12,0.8,0.8,0.8
512249,5.40336e+006,312.12,0.8,0.8,0.8
512269,5.40332e+006,310.8,0.8,0.8,0.8
512098,5.40325e+006,321.66,0.8,0.8,0.8
512491,5.40349e+006,326.64,0.8,0.8,0.8
512045,5.40324e+006,319.89,0.8,0.8,0.8
512212,5.40324e+006,329.23,0.8,0.8,0.8
512488,5.40314e+006,317.28,0.8,0.8,0.8
512295,5.40345e+006,339.91,0.8,0.8,0.8
512223,5.40324e+006,332.89,0.8,0.8,0.8
512196,5.40349e+006,331.78,0.8,0.8,0.8
512163,5.4034e+006,328.87,0.8,0.8,0.8
512498,5.40339e+006,311.31,0.8,0.8,0.8
512246,5.40317e+006,326.68,0.8,0.8,0.8
512299,5.40316e+006,309.63,0.8,0.8,0.8
512134,5.40313e+006,313.14,0.8,0.8,0.8
512505,5.40327e+006,304.71,0.8,0.8,0.8
512100,5.40339e+006,330.44,0.8,0.8,0.8
512414,5.40336e+006,322.44,0.8,0.8,0.8
512219,5.40336e+006,312.39,0.8,0.8,0.8
512491,5.40316e+006,303.2,0.8,0.8,0.8
512109,5.40316e+006,329.16,0.8,0.8,0.8
512316,5.40313e+006,309.89,0.8,0.8,0.8
512283,5.40325e+006,309.63,0.8,0.8,0.8
512024,5.40313e+006,318.63,0.8,0.8,0.8
512208,5.40332e+006,328.92,0.8,0.8,0.8
512325,5.40339e+006,316.26,0.8,0.8,0.8
512334,5.40316e+006,321.71,0.8,0.8,0.8
512364,5.40335e+006,321.42,0.8,0.8,0.8
512049,5.40312e+006,315.79,0.8,0.8,0.8
512322,5.40332e+006,319.04,0.8,0.8,0.8
512067,5.40327e+006,312.76,0.8,0.8,0.8
512424,5.40327e+006,316.4,0.8,0.8,0.8
512068,5.40326e+006,314.38,0.8,0.8,0.8
512336,5.40349e+006,337.24,0.8,0.8,0.8
512135,5.40337e+006,329.07,0.8,0.8,0.8
512202,5.40337e+006,312.81,0.8,0.8,0.8
512025,5.40317e+006,315.98,0.8,0.8,0.8
512210,5.4035e+006,336.49,0.8,0.8,0.8
512457,5.40328e+006,305.92,0.8,0.8,0.8
512532,5.40331e+006,313.52,0.8,0.8,0.8
512079,5.40318e+006,318.72,0.8,0.8,0.8
512426,5.40316e+006,305.93,0.8,0.8,0.8
512520,5.40335e+006,306.36,0.8,0.8,0.8
512539,5.40329e+006,304.16,0.8,0.8,0.8
512117,5.40329e+006,311.3,0.8,0.8,0.8
512361,5.40328e+006,308.64,0.8,0.8,0.8
512364,5.40331e+006,316.75,0.8,0.8,0.8
512400,5.40323e+006,308.29,0.8,0.8,0.8
512198,5.40312e+006,332.76,0.8,0.8,0.8
512268,5.4034e+006,325.13,0.8,0.8,0.8
512182,5.40332e+006,326.69,0.8,0.8,0.8
512334,5.40326e+006,323.21,0.8,0.8,0.8
512374,5.40346e+006,320.66,0.8,0.8,0.8
512446,5.40326e+006,318.1,0.8,0.8,0.8
512092,5.40319e+006,318.84,0.8,0.8,0.8
512119,5.40312e+006,326.87,0.8,0.8,0.8
512087,5.40344e+006,318.36,0.8,0.8,0.8
512342,5.40324e+006,308.31,0.8,0.8,0.8
512379,5.40315e+006,318.48,0.8,0.8,0.8
512359,5.40341e+006,328.13,0.8,0.8,0.8
