x,y,z,r,g,b
497196,5.4217e+006,303.37,0.8,0.8,0.8
496722,5.42173e+006,290.73,0.8,0.8,0.8
497617,5.42122e+006,310.37,0.8,0.8,0.8
496741,5.42113e+006,295.94,0.8,0.8,0.8
496766,5.42136e+006,274.8,0.8,0.8,0.8
497087,5.42138e+006,295.18,0.8,0.8,0.8
496865,5.42146e+006,309.79,0.8,0.8,0.8
496918,5.42141e+006,302.06,0.8,0.8,0.8
496646,5.42141e+006,271.95,0.8,0.8,0.8
497225,5.42095e+006,301.99,0.8,0.8,0.8
496865,5.42143e+006,293.49,0.8,0.8,0.8
496918,5.42137e+006,298.06,0.8,0.8,0.8
497111,5.42127e+006,285.81,0.8,0.8,0.8
497492,5.42168e+006,307.32,0.8,0.8,0.8
497770,5.42168e+006,311.14,0.8,0.8,0.8
496780,5.42149e+006,290.85,0.8,0.8,0.8
496855,5.42139e+006,308.5,0.8,0.8,0.8
497768,5.42174e+006,309.65,0.8,0.8,0.8
496798,5.42159e+006,283.82,0.8,0.8,0.8
496952,5.42141e+006,294.55,0.8,0.8,0.8
496661,5.42156e+006,275.9,0.8,0.8,0.8
497404,5.42139e+006,296.35,0.8,0.8,0.8
497770,5.42142e+006,299.56,0.8,0.8,0.8
496649,5.42125e+006,286.78,0.8,0.8,0.8
497376,5.42137e+006,293.44,0.8,0.8,0.8
497330,5.42127e+006,297.71,0.8,0.8,0.8
496518,5.42148e+006,294.66,0.8,0.8,0.8
497483,5.42111e+006,311.64,0.8,0.8,0.8
496883,5.421e+006,308,0.8,0.8,0.8
497942,5.42125e+006,317.18,0.8,0.8,0.8
497224,5.42101e+006,300.62,0.8,0.8,0.8
496483,5.42087e+006,335,0.8,0.8,0.8
496872,5.42101e+006,315.03,0.8,0.8,0.8
497950,5.42162e+006,310.5,0.8,0.8,0.8
497010,5.42104e+006,308.58,0.8,0.8,0.8
497053,5.4218e+006,281.72,0.8,0.8,0.8
496812,5.42146e+006,288.56,0.8,0.8,0.8
497198,5.42162e+006,312.5,0.8,0.8,0.8
497097,5.42171e+006,302,0.8,0.8,0.8
497257,5.42171e+006,300.62,0.8,0.8,0.8
497817,5.42171e+006,310.52,0.8,0.8,0.8
496697,5.42088e+006,316.88,0.8,0.8,0.8
496918,5.4216e+006,293.83,0.8,0.8,0.8
496583,5.42159e+006,286.68,0.8,0.8,0.8
497779,5.4209e+006,327.51,0.8,0.8,0.8
496906,5.42147e+006,312.64,0.8,0.8,0.8
496895,5.42084e+006,309.04,0.8,0.8,0.8
497932,5.42156e+006,306.86,0.8,0.8,0.8
497631,5.42161e+006,311.48,0.8,0.8,0.8
496738,5.42146e+006,294.52,0.8,0.8,0.8
496824,5.4209e+006,312.89,0.8,0.8,0.8
497688,5.42126e+006,307.31,0.8,0.8,0.8
496838,5.42078e+006,311.96,0.8,0.8,0.8
497057,5.42172e+006,291.13,0.8,0.8,0.8
497270,5.42078e+006,321.83,0.8,0.8,0.8
496513,5.42149e+006,287.59,0.8,0.8,0.8
496819,5.42159e+006,873.92,0.8,0.8,0.8
496801,5.42078e+006,313.3,0.8,0.8,0.8
497242,5.42162e+006,304.55,0.8,0.8,0.8
496375,5.42104e+006,900.8,0.8,0.8,0.8
496414,5.42112e+006,294.15,0.8,0.8,0.8
496622,5.42125e+006,287.24,0.8,0.8,0.8
496609,5.42152e+006,279.84,0.8,0.8,0.8
496964,5.42127e+006,285.82,0.8,0.8,0.8
497715,5.42123e+006,317.02,0.8,0.8,0.8
497244,5.42096e+006,314.31,0.8,0.8,0.8
496511,5.42166e+006,290.26,0.8,0.8,0.8
497929,5.42162e+006,310.78,0.8,0.8,0.8
496937,5.42095e+006,303.55,0.8,0.8,0.8
497597,5.42109e+006,317.1,0.8,0.8,0.8
497209,5.42124e+006,290.7,0.8,0.8,0.8
496436,5.42177e+006,300.04,0.8,0.8,0.8
496837,5.42129e+006,280.95,0.8,0.8,0.8
496650,5.42108e+006,896.88,0.8,0.8,0.8
497455,5.42105e+006,315.82,0.8,0.8,0.8
497841,5.42126e+006,313.49,0.8,0.8,0.8
497107,5.42102e+006,299.64,0.8,0.8,0.8
496861,5.42095e+006,313.6,0.8,0.8,0.8
497032,5.42083e+006,307.78,0.8,0.8,0.8
