x,y,z,r,g,b
494002.625000,5420242.000000,263.529999,0.8,0.8,0.8
494233.343750,5420239.000000,264.029999,0.8,0.8,0.8
494255.250000,5420871.500000,350.260010,0.8,0.8,0.8
494765.406250,5419839.500000,337.649994,0.8,0.8,0.8
494935.218750,5420892.000000,340.209991,0.8,0.8,0.8
494793.625000,5419937.000000,278.850006,0.8,0.8,0.8
494889.718750,5420366.500000,283.839996,0.8,0.8,0.8
494067.843750,5420120.500000,260.130005,0.8,0.8,0.8
494414.562500,5420134.500000,263.820007,0.8,0.8,0.8
493881.781250,5419853.000000,253.759995,0.8,0.8,0.8
494048.187500,5420523.500000,253.250000,0.8,0.8,0.8
494052.187500,5419812.500000,270.989990,0.8,0.8,0.8
494032.250000,5420011.000000,253.050003,0.8,0.8,0.8
493908.468750,5419935.000000,271.049988,0.8,0.8,0.8
494083.687500,5420881.500000,355.480011,0.8,0.8,0.8
494339.656250,5420353.000000,254.410004,0.8,0.8,0.8
494115.687500,5420691.000000,267.190002,0.8,0.8,0.8
494674.843750,5419866.500000,333.309998,0.8,0.8,0.8
494095.218750,5420018.500000,282.320007,0.8,0.8,0.8
494243.812500,5420336.000000,256.350006,0.8,0.8,0.8
493652.187500,5420325.000000,270.950012,0.8,0.8,0.8
494379.625000,5420091.500000,270.410004,0.8,0.8,0.8
494861.875000,5419852.500000,307.609985,0.8,0.8,0.8
494626.812500,5419976.000000,290.519989,0.8,0.8,0.8
494315.500000,5420482.000000,252.410004,0.8,0.8,0.8
495071.125000,5420872.000000,331.839996,0.8,0.8,0.8
495219.500000,5420318.500000,260.470001,0.8,0.8,0.8
494016.750000,5420878.000000,355.890015,0.8,0.8,0.8
494153.281250,5420640.500000,262.380005,0.8,0.8,0.8
494957.593750,5420693.500000,286.709991,0.8,0.8,0.8
493722.281250,5419866.000000,254.619995,0.8,0.8,0.8
493926.750000,5420520.500000,267.929993,0.8,0.8,0.8
493889.281250,5419852.500000,274.359985,0.8,0.8,0.8
494749.343750,5420199.000000,269.359985,0.8,0.8,0.8
494613.000000,5419845.500000,321.980011,0.8,0.8,0.8
494570.031250,5419832.500000,327.660004,0.8,0.8,0.8
494054.625000,5420547.000000,253.699997,0.8,0.8,0.8
494903.468750,5420977.000000,341.450012,0.8,0.8,0.8
495044.250000,5420514.000000,836.219971,0.8,0.8,0.8
494910.312500,5420049.000000,260.299988,0.8,0.8,0.8
494727.406250,5420227.000000,266.359985,0.8,0.8,0.8
494746.187500,5420532.500000,262.779999,0.8,0.8,0.8
493693.593750,5420032.000000,267.600006,0.8,0.8,0.8
495067.156250,5420057.000000,252.119995,0.8,0.8,0.8
493912.937500,5420368.000000,258.929993,0.8,0.8,0.8
494242.968750,5419904.000000,292.989990,0.8,0.8,0.8
494332.375000,5420553.000000,263.779999,0.8,0.8,0.8
