x,y,z,r,g,b,nx,ny,nz
499555.031250,5419387.500000,301.899994,0.8,0.8,0.8,-0.057895,0.205114,-0.977024
499606.750000,5418877.500000,254.350006,0.8,0.8,0.8,-0.036459,0.055167,-0.997811
500067.906250,5418636.500000,273.929993,0.8,0.8,0.8,-0.021065,0.057590,0.998118
500031.437500,5419059.000000,247.419998,0.8,0.8,0.8,-0.027396,0.024862,-0.999315
500328.468750,5419217.000000,245.910004,0.8,0.8,0.8,-0.020268,0.032593,-0.999263
500169.281250,5419349.500000,259.320007,0.8,0.8,0.8,0.083531,0.192575,-0.977720
499911.812500,5418540.000000,272.179993,0.8,0.8,0.8,-0.024466,0.017073,0.999555
499643.750000,5419042.000000,260.480011,0.8,0.8,0.8,-0.009406,0.052904,-0.998555
499523.968750,5418899.000000,257.429993,0.8,0.8,0.8,-0.012053,0.041576,-0.999063
500032.937500,5419293.000000,278.820007,0.8,0.8,0.8,0.612010,0.118802,-0.781875
500231.406250,5418883.500000,248.369995,0.8,0.8,0.8,0.146157,-0.407671,-0.901356
499882.531250,5418835.000000,244.279999,0.8,0.8,0.8,0.016942,-0.014477,-0.999752
499689.031250,5418775.000000,251.339996,0.8,0.8,0.8,0.000998,-0.045591,-0.998960
499612.250000,5418815.000000,250.860001,0.8,0.8,0.8,-0.009665,0.058040,-0.998268
499506.000000,5419317.000000,295.160004,0.8,0.8,0.8,-0.156053,0.007806,-0.987718
500359.500000,5419141.500000,256.510010,0.8,0.8,0.8,-0.337464,0.940988,0.025676
500058.125000,5419309.500000,258.000000,0.8,0.8,0.8,0.011348,0.154934,-0.987860
500192.718750,5418565.000000,279.410004,0.8,0.8,0.8,-0.005912,0.045641,0.998940
499516.656250,5418601.500000,244.809998,0.8,0.8,0.8,0.123323,-0.129749,0.983848
500169.406250,5419428.500000,270.230011,0.8,0.8,0.8,-0.053490,0.722118,-0.689699
500144.375000,5418453.000000,285.019989,0.8,0.8,0.8,-0.070987,0.107936,0.991620
499624.718750,5418533.500000,251.639999,0.8,0.8,0.8,-0.084348,0.109333,0.990420
499695.531250,5419159.500000,263.549988,0.8,0.8,0.8,-0.060658,0.032401,-0.997633
500094.281250,5419209.000000,257.880005,0.8,0.8,0.8,-0.571949,-0.142349,-0.807844
500539.000000,5419027.000000,244.119995,0.8,0.8,0.8,-0.046272,0.161061,-0.985859
500212.718750,5418593.500000,278.140015,0.8,0.8,0.8,-0.027453,0.046641,0.998534
500057.437500,5419380.500000,274.720001,0.8,0.8,0.8,0.081782,0.232199,-0.969224
499873.312500,5419154.000000,254.039993,0.8,0.8,0.8,-0.032842,0.020543,-0.999249
499805.656250,5419011.500000,252.940002,0.8,0.8,0.8,-0.024899,0.029818,-0.999245
499550.343750,5418833.000000,253.720001,0.8,0.8,0.8,-0.026582,0.067371,-0.997374
500505.062500,5419192.500000,244.160004,0.8,0.8,0.8,0.021022,0.008407,-0.999744
500249.875000,5419172.000000,246.050003,0.8,0.8,0.8,-0.025633,0.019866,-0.999474
500180.000000,5418987.000000,261.279999,0.8,0.8,0.8,-0.194421,-0.267495,-0.943741
500203.656250,5419228.000000,249.110001,0.8,0.8,0.8,-0.053820,0.012247,-0.998476
500065.906250,5419382.000000,263.920013,0.8,0.8,0.8,-0.256417,0.218999,-0.941429
500029.750000,5419003.500000,245.389999,0.8,0.8,0.8,-0.041492,0.046863,-0.998039
500318.906250,5419371.500000,265.089996,0.8,0.8,0.8,-0.324631,0.470702,-0.820399
499619.562500,5418611.500000,245.550003,0.8,0.8,0.8,0.139117,-0.429170,0.892446
499889.125000,5418999.000000,250.660004,0.8,0.8,0.8,-0.069212,0.027367,-0.997226
499557.968750,5419367.500000,299.700012,0.8,0.8,0.8,0.106553,0.200951,-0.973789
500116.750000,5419277.500000,272.859985,0.8,0.8,0.8,-0.009514,-0.853691,-0.520693
500210.718750,5419034.500000,257.239990,0.8,0.8,0.8,-0.870542,0.384833,-0.306693
499653.531250,5419062.500000,261.570007,0.8,0.8,0.8,-0.030198,0.045970,-0.998486
499843.968750,5418938.500000,249.559998,0.8,0.8,0.8,-0.079528,0.223648,-0.971420
500052.156250,5418820.500000,243.639999,0.8,0.8,0.8,0.046199,0.053035,-0.997523
499718.875000,5418439.500000,266.250000,0.8,0.8,0.8,0.109847,0.230449,0.966864
499531.406250,5418398.000000,261.040009,0.8,0.8,0.8,-0.280885,0.343491,0.896168
500005.531250,5418836.000000,244.179993,0.8,0.8,0.8,0.000975,-0.001064,-0.999999
499900.687500,5418986.500000,249.330002,0.8,0.8,0.8,-0.048185,0.042852,-0.997919
499959.250000,5418756.500000,244.669998,0.8,0.8,0.8,0.117309,-0.014300,-0.992993
499695.125000,5418423.500000,273.609985,0.8,0.8,0.8,0.045844,-0.181527,0.982317
500006.375000,5418550.500000,275.140015,0.8,0.8,0.8,-0.051133,0.044221,0.997712
499747.937500,5418490.500000,264.140015,0.8,0.8,0.8,-0.130722,0.416285,0.899788
500437.093750,5418960.000000,248.160004,0.8,0.8,0.8,0.037368,-0.147153,-0.988408
499574.875000,5418565.000000,243.419998,0.8,0.8,0.8,0.127767,-0.149765,0.980432
499987.937500,5418668.500000,261.440002,0.8,0.8,0.8,-0.286076,0.354825,0.890090
499471.250000,5418680.000000,268.290009,0.8,0.8,0.8,-0.103185,0.315654,-0.943247
500535.281250,5419040.000000,243.009995,0.8,0.8,0.8,-0.026987,-0.241020,-0.970145
499470.843750,5418566.500000,251.860001,0.8,0.8,0.8,0.157380,-0.005843,0.987521
499714.843750,5419166.500000,285.709991,0.8,0.8,0.8,-0.162509,-0.154136,-0.974594
500546.093750,5419036.500000,245.350006,0.8,0.8,0.8,-0.129066,-0.175377,-0.976005
500201.656250,5419412.500000,287.420013,0.8,0.8,0.8,0.038372,-0.067198,-0.997002
500526.968750,5419229.000000,275.440002,0.8,0.8,0.8,-0.150948,-0.133631,-0.979468
499800.468750,5418354.000000,265.299988,0.8,0.8,0.8,-0.293223,-0.091349,0.951670
499903.562500,5418624.500000,263.950012,0.8,0.8,0.8,-0.308550,0.096934,0.946256
500113.062500,5418893.500000,275.119995,0.8,0.8,0.8,0.190908,0.979377,-0.066147
499845.750000,5418628.000000,246.419998,0.8,0.8,0.8,-0.001541,0.103078,0.994672
500031.875000,5418473.500000,280.130005,0.8,0.8,0.8,-0.006843,0.162926,0.986615
499773.437500,5419018.000000,254.190002,0.8,0.8,0.8,-0.040254,0.032548,-0.998659
500080.500000,5418642.000000,274.079987,0.8,0.8,0.8,-0.032493,0.060225,0.997656
499847.406250,5418733.500000,256.390015,0.8,0.8,0.8,0.498613,-0.820020,-0.280985
500078.625000,5418386.000000,290.119995,0.8,0.8,0.8,-0.133234,0.150792,0.979546
499704.937500,5418815.000000,247.690002,0.8,0.8,0.8,0.028095,-0.016315,-0.999472
499750.656250,5419229.500000,262.519989,0.8,0.8,0.8,-0.067475,0.036312,-0.997060
499846.656250,5418551.500000,258.980011,0.8,0.8,0.8,-0.255849,0.290789,0.921945
499513.343750,5418444.000000,256.119995,0.8,0.8,0.8,-0.171792,-0.292396,0.940740
500120.750000,5418874.500000,242.649994,0.8,0.8,0.8,-0.019756,-0.018363,-0.999636
499541.000000,5418772.000000,249.960007,0.8,0.8,0.8,-0.036182,0.062695,-0.997377
499488.875000,5419386.000000,305.600006,0.8,0.8,0.8,-0.076211,0.142659,-0.986833
500175.812500,5419275.000000,256.450012,0.8,0.8,0.8,0.007566,0.051494,-0.998645
500352.781250,5419020.000000,244.110001,0.8,0.8,0.8,0.000563,-0.005471,-0.999985
500403.750000,5418874.000000,253.539993,0.8,0.8,0.8,0.012739,-0.294859,-0.955456
500102.625000,5419323.000000,263.649994,0.8,0.8,0.8,-0.303734,0.088985,-0.948592
499543.937500,5418576.000000,245.919998,0.8,0.8,0.8,-0.107277,-0.122634,0.986637
500170.687500,5418865.500000,251.169998,0.8,0.8,0.8,0.320430,-0.351864,-0.879498
499555.281250,5419023.000000,262.059998,0.8,0.8,0.8,-0.034000,0.055231,-0.997895
499472.093750,5419407.500000,309.760010,0.8,0.8,0.8,-0.051560,0.137563,-0.989150
499589.281250,5419399.000000,303.730011,0.8,0.8,0.8,-0.155261,0.233242,-0.959944
499926.875000,5418605.000000,263.500000,0.8,0.8,0.8,-0.215438,0.374511,0.901847
500055.218750,5419214.500000,270.239990,0.8,0.8,0.8,0.187091,0.204420,-0.960838
500157.687500,5419379.500000,264.540009,0.8,0.8,0.8,-0.051159,0.166815,-0.984660
499807.968750,5418479.500000,266.799988,0.8,0.8,0.8,-0.061225,0.138471,0.988472
500478.437500,5418795.500000,259.609985,0.8,0.8,0.8,0.134831,-0.147498,-0.979829
499698.531250,5418993.500000,256.890015,0.8,0.8,0.8,-0.050995,0.033161,-0.998148
500375.125000,5419425.500000,277.059998,0.8,0.8,0.8,0.008866,0.979390,-0.201781
499942.593750,5419368.500000,268.519989,0.8,0.8,0.8,-0.030254,0.061892,-0.997624
