x,y,z,r,g,b,nx,ny,nz
499915.750000,5418960.500000,247.550003,0.8,0.8,0.8,0.050106,-0.043370,0.997802
499602.375000,5418353.000000,258.980011,0.8,0.8,0.8,-0.486175,0.093331,-0.868863
499510.968750,5419065.000000,266.260010,0.8,0.8,0.8,0.037773,-0.074600,0.996498
499917.125000,5419101.000000,251.449997,0.8,0.8,0.8,-0.061149,0.017116,-0.997982
499524.281250,5419157.000000,273.790009,0.8,0.8,0.8,0.065137,-0.098500,0.993003
500151.593750,5418417.500000,286.980011,0.8,0.8,0.8,0.188180,0.041506,-0.981257
500210.343750,5418997.000000,242.479996,0.8,0.8,0.8,0.014538,-0.000267,-0.999894
499568.968750,5418873.000000,255.289993,0.8,0.8,0.8,0.033888,-0.032488,0.998897
499969.937500,5418526.500000,274.320007,0.8,0.8,0.8,-0.021085,0.006645,-0.999756
500231.781250,5419014.500000,245.199997,0.8,0.8,0.8,0.365425,0.169112,-0.915350
499947.187500,5418663.500000,257.220001,0.8,0.8,0.8,0.361738,0.675142,-0.642906
500037.343750,5419087.500000,247.550003,0.8,0.8,0.8,-0.027598,0.001557,-0.999618
499773.125000,5419383.000000,272.750000,0.8,0.8,0.8,0.009090,0.078601,-0.996865
499810.187500,5418974.000000,251.830002,0.8,0.8,0.8,0.037819,-0.008552,0.999248
500411.343750,5419233.500000,245.580002,0.8,0.8,0.8,-0.013911,0.003108,-0.999898
500225.312500,5418808.000000,263.079987,0.8,0.8,0.8,-0.033926,-0.159821,-0.986563
500066.312500,5419197.000000,265.359985,0.8,0.8,0.8,0.232947,-0.890039,0.391876
500009.687500,5419339.500000,268.450012,0.8,0.8,0.8,-0.428831,-0.240281,-0.870844
500022.312500,5418369.000000,284.529999,0.8,0.8,0.8,0.017064,-0.050288,-0.998589
499686.406250,5419098.500000,261.440002,0.8,0.8,0.8,0.038636,-0.053832,0.997802
499741.468750,5418834.000000,248.000000,0.8,0.8,0.8,0.036843,-0.064667,0.997227
499895.406250,5418887.000000,244.190002,0.8,0.8,0.8,0.041771,-0.051036,0.997823
499584.968750,5419392.000000,303.880005,0.8,0.8,0.8,-0.004292,0.918738,-0.394845
500340.343750,5419296.500000,249.779999,0.8,0.8,0.8,0.003903,0.068614,-0.997636
499499.906250,5418779.000000,251.910004,0.8,0.8,0.8,0.035199,-0.077317,0.996385
499843.500000,5418352.500000,283.369995,0.8,0.8,0.8,-0.018171,-0.056329,-0.998247
500049.593750,5419130.000000,248.550003,0.8,0.8,0.8,-0.051337,0.058366,-0.996974
500273.843750,5419345.500000,255.070007,0.8,0.8,0.8,-0.097740,0.278124,-0.955560
500401.281250,5419245.500000,246.070007,0.8,0.8,0.8,-0.005023,0.031274,-0.999498
500161.718750,5419223.500000,259.269989,0.8,0.8,0.8,-0.746058,0.665423,-0.024685
500048.187500,5419268.500000,255.089996,0.8,0.8,0.8,-0.238156,-0.113544,-0.964567
500437.625000,5419075.000000,243.899994,0.8,0.8,0.8,-0.006111,0.001444,-0.999980
500000.281250,5418559.500000,274.700012,0.8,0.8,0.8,0.071810,-0.029572,-0.996980
499896.281250,5419068.500000,251.910004,0.8,0.8,0.8,-0.025126,-0.001154,-0.999684
499695.000000,5418995.000000,257.200012,0.8,0.8,0.8,0.056229,-0.017392,0.998266
499691.875000,5419007.500000,257.670013,0.8,0.8,0.8,0.097915,-0.039634,0.994405
499830.718750,5418582.000000,250.330002,0.8,0.8,0.8,0.078623,-0.155350,-0.984726
500144.906250,5419274.000000,252.809998,0.8,0.8,0.8,0.152068,0.045207,-0.987336
499612.781250,5419024.000000,260.309998,0.8,0.8,0.8,0.014560,-0.052492,0.998515
499973.468750,5418694.500000,250.309998,0.8,0.8,0.8,0.406123,-0.274631,-0.871574
499667.218750,5418999.000000,258.070007,0.8,0.8,0.8,0.030986,-0.072970,0.996853
499772.218750,5418436.000000,263.350006,0.8,0.8,0.8,-0.026149,-0.048214,-0.998495
499647.062500,5419421.500000,298.350006,0.8,0.8,0.8,-0.100386,0.171281,-0.980095
500203.093750,5418885.000000,249.259995,0.8,0.8,0.8,0.027343,0.014583,-0.999520
499880.093750,5419107.500000,252.990005,0.8,0.8,0.8,-0.051827,0.019019,-0.998475
499510.656250,5418916.500000,258.549988,0.8,0.8,0.8,0.027276,-0.056956,0.998004
499602.375000,5418932.000000,257.140015,0.8,0.8,0.8,0.028613,-0.043445,0.998646
499610.781250,5418890.500000,254.949997,0.8,0.8,0.8,0.034124,-0.069458,0.997001
499843.812500,5418734.500000,265.309998,0.8,0.8,0.8,-0.193113,0.820180,0.538529
499702.781250,5418347.000000,273.059998,0.8,0.8,0.8,0.153462,-0.509832,-0.846476
499793.125000,5418382.500000,263.250000,0.8,0.8,0.8,-0.001740,-0.007199,-0.999973
499464.625000,5418383.000000,258.920013,0.8,0.8,0.8,-0.360996,-0.539432,-0.760720
499604.937500,5419070.500000,263.239990,0.8,0.8,0.8,0.058504,-0.075953,0.995394
500054.843750,5418771.500000,263.720001,0.8,0.8,0.8,0.465910,0.007207,0.884803
500227.875000,5419407.000000,276.739990,0.8,0.8,0.8,0.175295,-0.106493,-0.978739
500205.656250,5419406.500000,276.929993,0.8,0.8,0.8,-0.154808,0.516142,0.842397
500256.875000,5419099.500000,248.199997,0.8,0.8,0.8,0.606699,-0.781147,0.147398
499705.375000,5418461.000000,259.859985,0.8,0.8,0.8,0.060900,-0.048205,-0.996979
499467.250000,5418686.500000,271.100006,0.8,0.8,0.8,-0.873104,0.079704,0.480974
499992.468750,5418678.000000,258.630005,0.8,0.8,0.8,0.012514,-0.019299,-0.999735
500089.531250,5418337.000000,289.100006,0.8,0.8,0.8,0.037653,-0.094849,-0.994779
499933.031250,5418635.500000,258.929993,0.8,0.8,0.8,0.055418,-0.026640,-0.998108
500016.218750,5419134.000000,249.699997,0.8,0.8,0.8,0.017701,-0.004526,-0.999833
499647.500000,5419322.500000,285.820007,0.8,0.8,0.8,-0.122675,-0.710943,-0.692467
500414.875000,5419367.000000,260.309998,0.8,0.8,0.8,-0.375616,-0.899329,-0.223874
499781.406250,5418496.500000,263.549988,0.8,0.8,0.8,-0.465241,-0.320814,-0.825002
500409.281250,5418834.500000,258.119995,0.8,0.8,0.8,-0.013630,-0.054324,-0.998430
499589.500000,5418440.000000,254.119995,0.8,0.8,0.8,0.043922,-0.027522,-0.998656
500457.062500,5419126.000000,244.139999,0.8,0.8,0.8,0.007906,-0.001709,-0.999967
499739.250000,5419196.500000,262.950012,0.8,0.8,0.8,-0.034216,0.028953,-0.998995
499796.125000,5418992.000000,252.610001,0.8,0.8,0.8,0.046754,-0.048440,0.997731
500047.312500,5419045.000000,246.410004,0.8,0.8,0.8,-0.032014,0.027543,-0.999108
499559.093750,5418775.000000,249.050003,0.8,0.8,0.8,0.006607,-0.081193,0.996677
499994.531250,5419332.500000,264.070007,0.8,0.8,0.8,-0.060112,0.066383,-0.995982
499885.062500,5418776.000000,252.940002,0.8,0.8,0.8,0.734079,0.328398,0.594377
500071.250000,5418999.000000,244.130005,0.8,0.8,0.8,-0.013083,0.028189,-0.999517
500026.687500,5419311.500000,273.390015,0.8,0.8,0.8,-0.303511,-0.172764,-0.937035
500021.187500,5419087.500000,247.789993,0.8,0.8,0.8,-0.005775,-0.014536,-0.999878
499907.531250,5418807.500000,277.480011,0.8,0.8,0.8,-0.569959,0.186204,0.800297
499977.593750,5418632.000000,271.190002,0.8,0.8,0.8,0.059421,-0.015812,-0.998108
499482.343750,5419313.500000,297.519989,0.8,0.8,0.8,-0.072568,0.088872,-0.993396
500120.906250,5419281.500000,261.250000,0.8,0.8,0.8,-0.232760,-0.702963,-0.672061
499865.937500,5418613.000000,253.580002,0.8,0.8,0.8,-0.437638,0.727820,-0.527969
499553.468750,5418515.500000,248.789993,0.8,0.8,0.8,0.040891,-0.069453,-0.996747
500194.312500,5419345.500000,261.190002,0.8,0.8,0.8,-0.923795,-0.307832,-0.227687
500294.281250,5419362.500000,262.619995,0.8,0.8,0.8,-0.706801,-0.645428,-0.289578
500069.375000,5419382.500000,272.480011,0.8,0.8,0.8,0.555324,-0.654155,0.513513
499934.812500,5419173.500000,253.149994,0.8,0.8,0.8,-0.029991,0.053033,-0.998142
500200.031250,5418374.000000,291.269989,0.8,0.8,0.8,0.335079,0.165205,-0.927593
499700.187500,5418442.000000,267.070007,0.8,0.8,0.8,0.038989,0.470375,-0.881605
499679.875000,5418701.500000,271.489990,0.8,0.8,0.8,0.354414,-0.648628,0.673553
500300.218750,5419079.500000,244.220001,0.8,0.8,0.8,-0.003776,0.016995,-0.999848
499792.375000,5418830.000000,245.160004,0.8,0.8,0.8,0.059461,-0.062305,0.996284
499754.875000,5418603.500000,247.889999,0.8,0.8,0.8,0.072344,-0.038913,-0.996620
500145.531250,5419095.500000,245.809998,0.8,0.8,0.8,-0.005114,0.002091,-0.999985
499988.687500,5419071.500000,248.229996,0.8,0.8,0.8,-0.016884,0.003528,-0.999851
499913.781250,5418810.000000,273.850006,0.8,0.8,0.8,-0.480392,0.849187,0.219330
499807.781250,5418726.500000,252.179993,0.8,0.8,0.8,0.875352,-0.477047,0.078641
499965.343750,5419265.500000,258.720001,0.8,0.8,0.8,-0.030066,0.128234,-0.991288
500221.343750,5418953.500000,258.190002,0.8,0.8,0.8,-0.037918,0.803223,0.594470
499552.093750,5419166.000000,272.549988,0.8,0.8,0.8,0.087466,-0.089565,0.992133
499701.343750,5418382.000000,262.390015,0.8,0.8,0.8,0.047319,-0.035936,-0.998233
499773.281250,5418778.500000,245.669998,0.8,0.8,0.8,0.363198,0.242706,0.899545
499937.656250,5419399.500000,270.570007,0.8,0.8,0.8,-0.050670,0.022246,-0.998468
500302.531250,5419365.000000,261.700012,0.8,0.8,0.8,0.182245,0.897071,-0.402556
500495.187500,5419104.000000,244.009995,0.8,0.8,0.8,0.004586,-0.001495,-0.999988
499841.562500,5419218.500000,258.359985,0.8,0.8,0.8,-0.054344,0.067467,-0.996240
499536.843750,5418597.000000,245.539993,0.8,0.8,0.8,-0.149836,0.147608,-0.977630
499842.375000,5419330.000000,267.559998,0.8,0.8,0.8,-0.003337,0.104177,-0.994553
499750.312500,5418463.000000,262.940002,0.8,0.8,0.8,0.038964,-0.026813,-0.998881
499878.406250,5418990.000000,250.860001,0.8,0.8,0.8,0.056959,-0.017072,0.998231
499519.656250,5418914.000000,258.220001,0.8,0.8,0.8,0.014357,-0.053735,0.998452
499708.500000,5418359.000000,266.200012,0.8,0.8,0.8,-0.065028,-0.556128,-0.828549
499719.343750,5418485.000000,266.709991,0.8,0.8,0.8,-0.211434,0.345540,-0.914275
500049.156250,5419403.500000,263.140015,0.8,0.8,0.8,-0.058480,0.025196,-0.997971
499453.000000,5418598.000000,251.089996,0.8,0.8,0.8,-0.632628,-0.628070,-0.453111
499831.125000,5418734.500000,265.029999,0.8,0.8,0.8,-0.896237,-0.443556,0.004139
499515.750000,5418458.500000,256.339996,0.8,0.8,0.8,0.541263,-0.525272,-0.656600
500094.375000,5418695.000000,271.320007,0.8,0.8,0.8,0.009782,-0.047261,-0.998835
499891.125000,5418861.500000,244.160004,0.8,0.8,0.8,-0.007992,-0.009900,0.999919
500144.000000,5418440.000000,286.630005,0.8,0.8,0.8,0.069966,-0.018327,-0.997381
500157.312500,5419371.000000,263.329987,0.8,0.8,0.8,0.023337,0.176440,-0.984035
500226.687500,5419004.000000,256.809998,0.8,0.8,0.8,0.629961,-0.319964,-0.707653
500099.000000,5418427.500000,286.709991,0.8,0.8,0.8,0.063856,0.005128,-0.997946
500322.625000,5419331.500000,252.020004,0.8,0.8,0.8,0.024575,0.072796,-0.997044
500199.218750,5419277.000000,250.820007,0.8,0.8,0.8,-0.031833,0.030163,-0.999038
500196.312500,5418989.000000,260.429993,0.8,0.8,0.8,0.318308,0.079246,0.944669
499921.312500,5419308.500000,264.079987,0.8,0.8,0.8,0.041232,0.080004,-0.995941
499899.062500,5418458.500000,278.239990,0.8,0.8,0.8,0.018318,-0.098975,-0.994921
500412.968750,5419424.000000,276.309998,0.8,0.8,0.8,-0.000733,0.227181,-0.973852
499523.281250,5418482.000000,253.949997,0.8,0.8,0.8,-0.504003,-0.070284,-0.860838
499572.250000,5418516.000000,250.990005,0.8,0.8,0.8,-0.002270,-0.092558,-0.995705
499655.500000,5419213.500000,284.420013,0.8,0.8,0.8,0.165400,0.260564,-0.951183
499843.031250,5419024.500000,252.690002,0.8,0.8,0.8,0.040954,-0.014597,0.999054
499956.625000,5419196.500000,253.449997,0.8,0.8,0.8,-0.026688,0.045818,-0.998593
499775.062500,5419328.500000,268.040009,0.8,0.8,0.8,-0.006960,0.054171,-0.998507
499974.250000,5419386.000000,267.989990,0.8,0.8,0.8,-0.032131,0.029090,-0.999060
500481.968750,5418840.500000,257.190002,0.8,0.8,0.8,-0.019912,-0.060825,-0.997950
500238.718750,5419005.500000,244.330002,0.8,0.8,0.8,-0.369141,0.057518,-0.927592
500424.437500,5419178.500000,254.630005,0.8,0.8,0.8,-0.007758,0.130473,-0.991422
499528.562500,5418605.000000,256.880005,0.8,0.8,0.8,-0.484999,0.006220,-0.874493
499615.875000,5418518.000000,250.800003,0.8,0.8,0.8,0.019630,-0.038130,-0.999080
499513.656250,5418656.000000,244.800003,0.8,0.8,0.8,-0.401518,0.293787,-0.867452
500199.531250,5418916.000000,248.330002,0.8,0.8,0.8,0.435382,-0.288366,-0.852812
500252.000000,5419083.000000,255.889999,0.8,0.8,0.8,0.341475,-0.530431,0.775911
499471.500000,5418950.500000,261.700012,0.8,0.8,0.8,0.037906,-0.023241,0.999011
499966.843750,5419061.500000,248.860001,0.8,0.8,0.8,-0.028139,0.006052,-0.999586
499488.000000,5418648.500000,266.989990,0.8,0.8,0.8,0.052347,-0.851970,-0.520968
500068.343750,5419181.500000,249.979996,0.8,0.8,0.8,0.251269,-0.108554,-0.961811
499781.093750,5419314.500000,266.790009,0.8,0.8,0.8,-0.047363,0.067221,-0.996613
500092.343750,5419275.000000,253.820007,0.8,0.8,0.8,0.012610,-0.002665,-0.999917
500375.125000,5419428.500000,279.899994,0.8,0.8,0.8,-0.221759,0.857543,-0.464159
499506.562500,5418946.500000,260.100006,0.8,0.8,0.8,0.031673,-0.041374,0.998642
500481.250000,5419079.500000,255.350006,0.8,0.8,0.8,0.005031,0.417831,0.908511
499590.562500,5419230.000000,273.260010,0.8,0.8,0.8,0.057942,-0.265040,0.962495
499551.250000,5419172.000000,273.160004,0.8,0.8,0.8,0.102428,-0.110550,0.988578
499894.500000,5419429.500000,273.910004,0.8,0.8,0.8,-0.061737,0.041219,-0.997241
500471.718750,5418849.500000,256.790009,0.8,0.8,0.8,-0.042709,-0.049198,-0.997876
499808.156250,5419367.500000,271.480011,0.8,0.8,0.8,-0.004198,0.096411,-0.995333
500013.437500,5419319.500000,266.149994,0.8,0.8,0.8,0.749964,0.541079,-0.380509
500242.593750,5419399.500000,270.320007,0.8,0.8,0.8,-0.011348,-0.695197,-0.718730
499781.781250,5418530.500000,255.119995,0.8,0.8,0.8,-0.042271,-0.060131,-0.997295
499842.625000,5418941.500000,256.040009,0.8,0.8,0.8,0.200570,-0.135169,0.970310
500231.625000,5418922.000000,252.570007,0.8,0.8,0.8,0.167857,-0.634720,-0.754291
