x,y,z,r,g,b,nx,ny,nz
496819,5.4216e+006,279.97,0.8,0.8,0.8,0.319533,-0.21184,-0.923592
496513,5.42203e+006,296.59,0.8,0.8,0.8,0.00196352,0.0236859,-0.999718
497039,5.42208e+006,280.49,0.8,0.8,0.8,-0.0221024,0.0760815,-0.996857
496955,5.42139e+006,290.18,0.8,0.8,0.8,-0.0122161,0.0839453,-0.996396
496199,5.42192e+006,311.68,0.8,0.8,0.8,-0.0336835,-0.0144699,-0.999328
496312,5.42149e+006,292.33,0.8,0.8,0.8,0.00120485,0.0501899,-0.998739
497124,5.42157e+006,301.31,0.8,0.8,0.8,0.0380917,0.00741451,-0.999247
496765,5.42224e+006,292.54,0.8,0.8,0.8,-0.00937914,0.0345745,-0.999358
496052,5.42224e+006,305.45,0.8,0.8,0.8,-0.0715794,-0.0364423,-0.996769
496360,5.42226e+006,296.36,0.8,0.8,0.8,0.582385,0.419575,-0.696265
496019,5.42142e+006,272.85,0.8,0.8,0.8,-0.0194747,-0.113072,-0.993396
497062,5.42226e+006,288.76,0.8,0.8,0.8,-0.00737358,0.0186752,-0.999798
496826,5.42167e+006,290.1,0.8,0.8,0.8,0.107558,0.0288452,-0.99378
496829,5.42165e+006,290.33,0.8,0.8,0.8,0.0537977,0.0196119,-0.998359
496846,5.42147e+006,311.99,0.8,0.8,0.8,-0.0354652,0.25803,-0.965486
496408,5.42144e+006,287.72,0.8,0.8,0.8,-0.0427334,0.08704,-0.995288
497164,5.42229e+006,287.73,0.8,0.8,0.8,-0.0696266,0.00522906,-0.997559
497025,5.42178e+006,281.71,0.8,0.8,0.8,0.0653655,-0.114928,-0.991221
496567,5.42199e+006,306.37,0.8,0.8,0.8,-0.0324388,-0.025794,-0.999141
496535,5.42217e+006,294.56,0.8,0.8,0.8,-0.0203067,0.0402852,-0.998982
496952,5.4216e+006,297.82,0.8,0.8,0.8,0.263392,0.288703,-0.920475
496612,5.42159e+006,282.98,0.8,0.8,0.8,-0.169091,0.00736303,-0.985573
496942,5.42136e+006,291.41,0.8,0.8,0.8,0.0811976,0.649509,-0.756006
496966,5.42153e+006,293.78,0.8,0.8,0.8,0.00686929,0.0067281,-0.999954
496893,5.42212e+006,285.59,0.8,0.8,0.8,-0.0259684,0.0589319,-0.997924
497126,5.42162e+006,301.31,0.8,0.8,0.8,-0.00251211,0.00381355,-0.99999
496939,5.42174e+006,291.37,0.8,0.8,0.8,-0.012472,-0.0762291,-0.997012
496201,5.42218e+006,300.03,0.8,0.8,0.8,0.235002,0.272719,-0.932952
496825,5.42219e+006,289.99,0.8,0.8,0.8,-0.0189852,0.0350767,-0.999204
496287,5.42204e+006,303.81,0.8,0.8,0.8,-0.0400128,-0.0595809,-0.997421
495995,5.42228e+006,316.11,0.8,0.8,0.8,0.0704803,-0.332173,-0.940582
496915,5.4216e+006,323.34,0.8,0.8,0.8,-0.206529,-0.293365,0.933425
496004,5.42139e+006,271.39,0.8,0.8,0.8,-0.131413,0.00982887,-0.991279
496958,5.42144e+006,291.99,0.8,0.8,0.8,0.114442,0.116834,-0.986536
496239,5.422e+006,307.73,0.8,0.8,0.8,-0.0187966,-0.0657975,-0.997656
496316,5.42208e+006,300.7,0.8,0.8,0.8,-0.0234279,-0.0493239,-0.998508
496886,5.42219e+006,288.89,0.8,0.8,0.8,-0.015026,0.0366371,-0.999216
496284,5.42146e+006,291.97,0.8,0.8,0.8,-0.0482674,0.0397759,-0.998042
496335,5.42146e+006,290.57,0.8,0.8,0.8,-0.0194042,0.064012,-0.997761
496584,5.42214e+006,292.57,0.8,0.8,0.8,-0.0122479,0.052502,-0.998546
497041,5.42162e+006,301.67,0.8,0.8,0.8,-0.454314,-0.246044,-0.85619
496097,5.42156e+006,302.32,0.8,0.8,0.8,-0.0303889,0.0474259,-0.998412
497101,5.42152e+006,297.63,0.8,0.8,0.8,-0.00862695,-0.00897216,-0.999923
496076,5.42159e+006,304.88,0.8,0.8,0.8,-0.0183185,0.0513698,-0.998512
496674,5.42161e+006,290.58,0.8,0.8,0.8,0.0422705,0.773781,-0.632042
496477,5.42177e+006,297.26,0.8,0.8,0.8,-0.0889489,0.0696376,-0.993599
496312,5.42148e+006,291.56,0.8,0.8,0.8,-0.0109204,0.0425211,-0.999036
497199,5.42199e+006,278.6,0.8,0.8,0.8,0.0768693,-0.0846434,-0.993442
496716,5.42193e+006,298.61,0.8,0.8,0.8,-0.34537,-0.194039,-0.918188
496506,5.42198e+006,300.4,0.8,0.8,0.8,0.106216,0.0983431,-0.989468
496567,5.4214e+006,272.32,0.8,0.8,0.8,-0.227626,0.304111,-0.925042
496972,5.42204e+006,279.02,0.8,0.8,0.8,-0.0256269,0.0430874,-0.998743
496822,5.42152e+006,293.57,0.8,0.8,0.8,-0.445279,-0.533567,-0.71905
496511,5.42217e+006,295.03,0.8,0.8,0.8,-0.135765,0.218497,-0.966347
497187,5.42196e+006,280.27,0.8,0.8,0.8,0.229081,-0.175817,-0.957398
497175,5.42228e+006,287.21,0.8,0.8,0.8,-0.0229477,0.00196158,-0.999735
496767,5.42166e+006,286.84,0.8,0.8,0.8,0.0505488,0.0363527,-0.99806
496673,5.42215e+006,291.69,0.8,0.8,0.8,-0.03301,0.0388647,-0.998699
495979,5.42171e+006,310.92,0.8,0.8,0.8,-0.00974362,0.0443786,-0.998967
497182,5.42231e+006,287.23,0.8,0.8,0.8,-0.0136706,0.0288522,-0.99949
496468,5.4222e+006,300.48,0.8,0.8,0.8,-0.0411698,0.170637,-0.984474
496475,5.42148e+006,294.55,0.8,0.8,0.8,-0.82955,0.0461766,-0.55652
496818,5.42208e+006,285.02,0.8,0.8,0.8,0.0884523,0.191959,-0.977409
496991,5.42176e+006,278.62,0.8,0.8,0.8,0.110056,-0.207889,-0.971941
496902,5.42164e+006,296.81,0.8,0.8,0.8,0.0502976,0.108984,-0.99277
495983,5.42218e+006,299.24,0.8,0.8,0.8,0.00899349,-0.0163369,-0.999826
496430,5.42212e+006,296.02,0.8,0.8,0.8,0.00150363,0.00783991,-0.999968
496710,5.42167e+006,295.65,0.8,0.8,0.8,-0.548692,0.705492,-0.448572
496837,5.42165e+006,290.59,0.8,0.8,0.8,0.041106,0.014784,-0.999045
496038,5.42196e+006,314.6,0.8,0.8,0.8,0.0271388,-0.0641158,-0.997573
496457,5.42219e+006,300.04,0.8,0.8,0.8,0.010513,-0.0710517,-0.997417
495969,5.42227e+006,324.35,0.8,0.8,0.8,0.095229,0.39839,-0.912259
496049,5.42178e+006,313.98,0.8,0.8,0.8,-0.0307691,0.0884943,-0.995601
496165,5.42197e+006,311,0.8,0.8,0.8,0.00776073,-0.0530722,-0.998561
496642,5.42232e+006,296.7,0.8,0.8,0.8,-0.0155399,0.0307623,-0.999406
495999,5.42196e+006,312.79,0.8,0.8,0.8,0.016412,-0.062232,-0.997927
497114,5.42149e+006,297.58,0.8,0.8,0.8,0.0121743,0.0642813,-0.997858
496654,5.42154e+006,281.1,0.8,0.8,0.8,-0.268491,-0.157163,-0.950375
496415,5.42203e+006,300.17,0.8,0.8,0.8,-0.0413462,-0.0464738,-0.998064
497171,5.42144e+006,297.34,0.8,0.8,0.8,0.140097,-0.124951,-0.982222
496010,5.42153e+006,302.04,0.8,0.8,0.8,-0.0193505,0.0696945,-0.997381
496434,5.42223e+006,307.73,0.8,0.8,0.8,0.00210412,0.126569,-0.991956
496893,5.42153e+006,293.08,0.8,0.8,0.8,0.0525439,-0.00831096,-0.998584
496993,5.42204e+006,278.93,0.8,0.8,0.8,-0.00535934,0.0576618,-0.998322
496771,5.42142e+006,291.84,0.8,0.8,0.8,0.033608,-0.0013516,-0.999434
496012,5.42176e+006,313.65,0.8,0.8,0.8,-0.0206336,0.0684368,-0.997442
496556,5.42177e+006,292.98,0.8,0.8,0.8,0.0256937,0.0881678,-0.995774
496250,5.42209e+006,301.27,0.8,0.8,0.8,-0.0184037,-0.0519597,-0.99848
496450,5.42224e+006,306.15,0.8,0.8,0.8,0.0185126,-0.0138747,-0.999732
496769,5.42171e+006,289.72,0.8,0.8,0.8,0.042511,0.0455615,-0.998057
496681,5.42224e+006,293.8,0.8,0.8,0.8,-0.0148581,0.0317236,-0.999386
496344,5.4215e+006,292.42,0.8,0.8,0.8,-0.0235288,0.0543012,-0.998247
496884,5.42169e+006,297.07,0.8,0.8,0.8,-0.00920798,0.0175444,-0.999804
496197,5.42156e+006,299.18,0.8,0.8,0.8,-0.032807,0.0209607,-0.999242
496013,5.4223e+006,307.12,0.8,0.8,0.8,0.432184,-0.297057,-0.851454
496770,5.42149e+006,299.28,0.8,0.8,0.8,-0.259069,-0.818755,-0.512371
496265,5.42176e+006,307.67,0.8,0.8,0.8,-0.0424866,0.0293267,-0.998667
496307,5.42168e+006,302.73,0.8,0.8,0.8,-0.0246807,0.043531,-0.998747
496549,5.42162e+006,288.75,0.8,0.8,0.8,-0.0828895,-0.04878,-0.995364
496205,5.42218e+006,302.24,0.8,0.8,0.8,0.208576,0.276242,-0.938182
495976,5.42191e+006,314.68,0.8,0.8,0.8,0.00447682,-0.0234916,-0.999714
